Epoch		Train Loss		Train Accuracy	 	Test Loss	 	Test Accuracy		
1		1.7455982683698337	 	73.8	 	1.6388797678947449	 83.76
2		1.624241498331229	 	84.68	 	1.613223345041275	 85.55
3	 	1.607702055811882	 	85.9	 	1.6047966052293778	 86.0
4	 	1.599156097571055	 	86.67	 	1.6003140851259232	 86.5
5	 	1.5544647938609124	 	91.71	 	1.51772636449337	 95.39
6	 	1.511604771276315	 	95.92	 	1.5128467750549317	 95.59
7	 	1.5048909803628923	 	96.45	 	1.5070005942583085	 96.17
8	 	1.4999677656888961	 	96.86	 	1.5044975661039353	 96.27
9		1.4967028587857882	 	97.13	 	1.5028858661651612	 96.42
10		1.4934276793996493	 	97.44	 	1.5017871166467667	 96.55
11		1.4908259068727494	 	97.7	 	1.4994830629825593	 96.74
12	 	1.488579873820146	 	97.93	 	1.4990064128637315	 96.65
13	 	1.4865943444768588	 	98.09	 	1.4975604547262191	 96.8
14	 	1.4849542337854704	 	98.19	 	1.4957277690172195	 97.09
15	 	1.4834648812214533	 	98.31	 	1.4951795815229416	 97.06
16	 	1.4822342151800791	 	98.4	 	1.4958839634656906	 97.02
17	 	1.4811404810150464	 	98.49	 	1.4939632071256637	 97.05
18	 	1.4800805595318476	 	98.57	 	1.4940959774255753	 97.12
19	 	1.4792231863737106	 	98.65	 	1.493424404501915	 97.16
20	 	1.4784741395115852	 	98.69	 	1.4934092836380004	 97.08
21	 	1.4776991486350695	 	98.74	 	1.4930241155624389	 97.18
22	 	1.4769762687285741	 	98.79	 	1.4926027381420135	 97.26
23	 	1.476362350900968	 	98.83	 	1.4925316780805589	 97.13
24	 	1.475888102412224	 	98.87	 	1.4918989847898483	 97.29
25	 	1.4753265878359476	 	98.92	 	1.491741624355316	 97.27
26	 	1.4748820913831393	 	98.95	 	1.4918500816822051	 97.31
27	 	1.4743885089755058	 	98.98	 	1.4908800296783447	 97.39
28	 	1.4739801039497058	 	99.02	 	1.4910778098106385	 97.36
29	 	1.4736204638679822	 	99.02	 	1.4910520054101943	 97.38
30	 	1.4732505684097608	 	99.05	 	1.4906080355644227	 97.42
31	 	1.472947813153267	 	99.06	 	1.4901250244379043	 97.5
32	 	1.472660955965519	 	99.09	 	1.4905803602933885	 97.43
33	 	1.4723513939380646	 	99.11	 	1.4906754174232484	 97.38
34	 	1.4721407057444253	 	99.12	 	1.4901380912065505	 97.49
35	 	1.4718838850061098	 	99.13	 	1.4904021807909011	 97.41
36	 	1.4716749489506085	 	99.15	 	1.4900319018363952	 97.41
37	 	1.4714877688288688	 	99.16	 	1.4900409778356551	 97.45
38	 	1.4712973005771637	 	99.17	 	1.4899035952091217	 97.38
39	 	1.4711152593890826	 	99.18	 	1.4899543986320496	 97.44
40	 	1.470962483326594	 	99.19	 	1.489812393784523	 97.38
41	 	1.470795372347037	 	99.2	 	1.4893397077322006	 97.46
42	 	1.4706404628753662	 	99.21	 	1.4894839543104172	 97.42
43	 	1.4704969217379888	 	99.22	 	1.4897665951251984	 97.39
44	 	1.4703730661273002	 	99.23	 	1.4895906603336335	 97.4
45	 	1.4702427066365877	 	99.23	 	1.489414516687393	 97.35
46	 	1.4701486354668936	 	99.24	 	1.4894015437364578	 97.4
47	 	1.4700202097495396	 	99.25	 	1.4892957403659821	 97.4
48	 	1.4699188728928565	 	99.26	 	1.4892943272590637	 97.43
49	 	1.469784540116787	 	99.27	 	1.4891196724176408	 97.44
50	 	1.469686149319013	 	99.27	 	1.489088588476181	 97.44
51	 	1.4695867407917977	 	99.28	 	1.4887972153425217	 97.46
52	 	1.4694911363919576	 	99.28	 	1.4889925889968871	 97.43
53	 	1.4694214204748473	 	99.29	 	1.4889774692058564	 97.42
54	 	1.4693142726421355	 	99.3	 	1.4890465561151505	 97.45
55	 	1.4692213284969329	 	99.3	 	1.4889502313137055	 97.41
56	 	1.4691343011458715	 	99.31	 	1.488792885541916	 97.39
57	 	1.46907500209411	 	99.31	 	1.4887683147192001	 97.4
58	 	1.469012874106566	 	99.31	 	1.488727287888527	 97.43
59	 	1.4689487472375233	 	99.32	 	1.4885292115211486	 97.42
60	 	1.4688864405155182	 	99.32	 	1.488602788925171	 97.46

Best Accuracy is 97.5
